#separator:tab
#html:true
#guid column:1
xFk|!1fQi%	勉強	べんきょう	学习	勉[べん] 強[きょう]	[sound:f19c9dd8b9e2fcd2ff2bc0a44c509ee5-958bdd052eadbd5cef17c81813d29a91fe185113.mp3]	私は日本語を<b>勉強</b>しています。	我正在学习日语。	私[わたし]は 日本[にほん] 語[ご]を<b>勉[べん] 強[きょう]</b>しています。	[sound:6e20ba5b1e5139fec3b8438b7d14bc15-ad2d22a7e9f5b8cb06e78654c82d381d10c6f683.mp3]		"ベ<span style=""text-decoration:overline;"">ンキョー</span>"		925	"<img src=""study_night_girl.webp"">"		
B_ks>hMZjk	本	ほん	书，本子。	本[ほん]	[sound:本_ホ＼ン_1_NHK-2016.mp3]	いい<b>本</b>でしたね。	这是一本不错的书吧。	いい<b>本[ほん]</b>でしたね。	[sound:honS.mp3]		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ホ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ン"		499	"<img src=""book_yoko.webp"">"		
Qb6DQ<WKb/	これ	これ	这个；这（表示距离说话人较近的人或事物）	これ	[sound:これ_コレ━_0_NHK-2016.mp3]	<b>これ</b>は日本語の本です。	这是一本日语书。	<b>これ</b>は 日本[にほん] 語[ご]の 本[ほん]です。	[sound:JLPT_Tango_N5_0235.mp3]		"コ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">レ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		40	"<img src=""kosoado2_kore.webp"">"		
qQ.YfZc&:#	何	なに・なん	什么	何[なに・なん]	[sound:9ef558b78122dd5a3a4c05d55bd6f033-9ee9d08831e1c47e04a31ed10b8c75c0d8c94e0e.mp3]	A「これは<b>何</b>ですか。」<br>B「本です。」	A：这是什么？<br>B：这是一本书。	A「これは<b>何[なん]</b>ですか。」<br/>B「 本[ほん]です。」	[sound:JLPT_Tango_N5_0243.mp3]	可以读作「なに」或「なん」。	"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ナ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ニ・<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ナ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ン"		62	"<img alt=""女の子の表情のイラスト「目がハート・疑問・居眠り・照れ ..."" src=""girl_question.webp"">"		
J3;3eixz!>	それ	それ	那、那个（用来指示离说话人较远的事物）	それ	[sound:8b0ee07c0864e07d96871e87f158ad96-efdddaf31dbe1b15c565627266d51198e579319a.mp3]	<b>それ</b>は本です。	那是一本书。	<b>それ</b>は 本[ほん]です。	[sound:soreS.mp3]		"ソ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">レ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		17	"<img src=""kosoado2_sore.webp"">"		
PVQAfr#2,R	あれ	あれ	那边的那个；那个远处的东西	あれ	[sound:c7ebca148c5293d1a0c7a004c182eba7-f9031ebbabe0dd8444b9e19b954f2540b9a664bf.mp3]	<b>あれ</b>は何ですか。	那是什么？	<b>あれ</b>は 何[なん]ですか。	[sound:da6575acfab0df719bc8a035ee57ea96-e609ef29f30f2e102180cba9b5531ed279892376.mp3]		"ア<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">レ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		129	"<img alt=""これ・それ・あれ」のイラスト | かわいいフリー素材集 いらすとや"" src=""kosoado2_are.webp"">"		
Ea&`&#YU09	どれ	どれ	哪一个，什么	どれ	[sound:722241bb0f4ce21cbb388e276ae0a6f4-6777a1ec0dbfd6d10792a35422b6e80ccd55a777.mp3]	<b>どれ</b>が好きですか。	你喜欢哪一个？	<b>どれ</b>が 好[す]きですか。	[sound:b3b2c52dd411c176af418032442fbb98-6d6972313a4f2dde8f2f16516d1c80fbe6cc8090.mp3]		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ド</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>レ"		930	"<img alt=""お菓子を選ぶ子供のイラスト（男の子） | かわいいフリー素材集 いらすとや"" src=""sweets_okashi_erabu_boy-7fdb9e3ff6c8372fc936d1fe173e4042554f8453.webp"">"		
y,Nccx9Imd	毎日	まいにち	每天	毎[まい] 日[にち]	[sound:4465289718153b4963a8cc301289e914-de5a300452d8c7d0f48f25ff1f3419547f08a3f7.mp3]	<b>毎日</b>、日本語を勉強します。	我每天学习日语。	<b>毎[まい] 日[にち]</b>、 日本[にほん] 語[ご]を 勉[べん] 強[きょう]します。	[sound:JLPT_Tango_N5_0145.mp3]		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">マ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>イニチ"		877	"<img src=""text1_mainichi.webp"">"		
Cl;hKxu2)y	兄	あに	哥哥；指比自己年长的男性兄弟。	兄[あに]	[sound:3b174a5bd2eab47d46f1dc630477454a-d06792fbe4460a84d6042a2a511fe8c66ced8e08.mp3]	これは<b>兄</b>のパソコンです。	这是我哥哥的电脑。	これは<b>兄[あに]</b>のパソコンです。	[sound:JLPT_Tango_N5_0261.mp3]		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ア</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ニ"		980	"<img src=""family_kyoudai.webp"">"		
FB?BSN#P`f	いる	いる	有，存在（用于有生命的事物）	いる	[sound:いる_イル━_0_NHK-2016.mp3]	兄が<b>います</b>。	我有一个哥哥。	兄[あに]が<b>います</b>。	[sound:JLPT_Tango_N5_0040-02.mp3]		"イ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ル</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		21	"<img alt=""妹と弟を可愛がるお兄さんのイラスト | かわいいフリー素材集 いらすとや"" src=""brothers_chounan-7c1ee034cef1e3d1e9c0bd7cd3cbe30d853a972d.webp"">"	动词	敬语（连用形+ます）
J?8k3.)N{D	ある	ある	有，存在（用于无生命的事物）	ある	[sound:ある_ア＼ル_1_NHK-2016.mp3]	ペンが<b>ある</b>。	有一支笔。	ペンが<b>ある</b>。	[sound:aruS.mp3]		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ア</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		16	"<img alt=""いろいろなマーカーのイラスト | かわいいフリー素材集 いらすとや"" src=""pen_marker_close3_yellow.webp"">"		
BCY&,c`Ak@	あまり	あまり	（不）太，（不）怎么；用于否定句时表示程度不高或不常做某事。	あまり	[sound:あまり_アマリ━_0_NHK-2016.mp3]	スポーツは<b>あまり</b>好きじゃありません。	我不是很喜欢运动。	スポーツは<b>あまり</b> 好[す]きじゃありません。	[sound:JLPT_Tango_N5_0524.mp3]		"ア<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">マリ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		388	"<img src=""sports_man.webp"">"		
LF/W1Sfwkc	今	いま	现在	今[いま]	[sound:b1bac99f71951be325093ff9ef5902dc-0a6c895f5f24d623d2de48fa9eab56a220d1856a.mp3]	彼は<b>今</b>、勉強しています。	他现在正在学习。	彼[かれ]は<b>今[いま]</b>、 勉[べん] 強[きょう]しています。	[sound:f0f1725c926b64b8ddcc17e413914ed8-361d9dc0e27a097586758af272b6910e12f98c19.mp3]		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">イ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>マ"		64	"<img alt=""時計の検索結果 | かわいいフリー素材集 いらすとや"" src=""kaden_digital_tokei.webp"">"		
v^P#&pKoAf	時間	じかん	时间，小时	時[じ] 間[かん]	[sound:41e9126a0d1852dd6072f7a1b8d05558-4989812e99eb121d12adc7ad74d329dfd9298cee.mp3]	今は<b>時間</b>がありません。	我现在没有时间。	今[いま]は<b>時[じ] 間[かん]</b>がありません。	[sound:fe6b580a409f268f0e4f9765cdd794ca-ba194c5df337ac8ba6371a3238d4dcf0aeb78785.mp3]		"ジ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">カン</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		164	"<img src=""jikan_tobu.webp"">"		
wl.Cus(2?i	無い	ない	没有，不存在。	無[な]い	[sound:a67ef780f84bea265815b6db3d063cb8-fe729ae97a2972111629cc438dd7ddfd65e239bc.mp3]	今はあまり時間が<b>無い</b>のです。	现在我没有太多时间。	今[いま]はあまり 時[じ] 間[かん]が<b>無[な]い</b>のです。	[sound:naiS.mp3]		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ナ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>イ"		33	"<img alt=""金欠のイラスト（男性）"" src=""money_kinketsu_man-a865a3313a308d24df1f53197a3945604cd2a88c.webp"">"		
h@N(~P75wN	この	この	这个（近指，表示靠近说话人的事物）	この	[sound:この_コノ━_0_NHK-2016.mp3]	山田さんの本はどれですか。<b>この</b>本ですか。	山田桑的书是哪一本？是这本书吗？	山[やま] 田[だ]さんの 本[ほん]はどれですか。<b>この</b> 本[ほん]ですか。	[sound:JLPT_Tango_N5_0239.mp3]		"コ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ノ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		30	"<img alt=""不動産の検索結果 | かわいいフリー素材集 いらすとや"" src=""house_ie_sagashi.webp"">"		
ATO)&czQ0c	その	その	那个；那一个（用于离说话人较远、但靠近对方或相关事物）	その	[sound:その_ソノ━_0_NHK-2016.mp3]	<b>その</b>本ですか。	是那本书吗？	<b>その</b> 本[ほん]ですか。	[sound:JLPT_Tango_N5_0240.mp3]		"ソ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ノ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		28	"<img src=""image 1.webp"">"		
r+|.P2J|>(	あの	あの	那个（在那儿的）	あの	[sound:あの_アノ━_0_NHK-2016.mp3]	<b>あの</b>本ですか。	是那本书吗？	<b>あの</b> 本[ほん]ですか。	[sound:JLPT_Tango_N5_0241.mp3]		"ア<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ノ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		53	"<img src=""image 2.webp"">"		
Q3YBc%zn1-	どの	どの	哪一个，哪个	どの	[sound:どの_ド＼ノ_1_NHK-2016.mp3]	<b>どの</b>本ですか。	是哪本书？	<b>どの</b> 本[ほん]ですか。	[sound:JLPT_Tango_N5_0242.mp3]		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ド</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ノ"		1398	"<img alt=""お菓子を選ぶ子供のイラスト（男の子） | かわいいフリー素材集 いらすとや"" src=""sweets_okashi_erabu_boy-7fdb9e3ff6c8372fc936d1fe173e4042554f8453.webp"">"		
uU<asl7u|y	見る	みる	看；观看	見[み]る	[sound:4553491bd93c9fd49f9fcd420a8bac3e-7cd0ef7d180a4dec8d7df2bf346f89d033052953.mp3]	兄は毎日テレビを<b>見ます</b>。	我哥哥每天都看电视。	兄[あに]は 毎[まい] 日[にち]テレビを<b>見[み]ます</b>。	[sound:miruS.mp3]		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ミ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		38	"<img src=""pose_doredore_man.webp"">"	动词	敬语（连用形+ます）
N{Lrra_c-i	全然	ぜんぜん	完全（不），一点也（不）。	全[ぜん] 然[ぜん]	[sound:16ce975c2b73161bdb6cc23c1f2864d2-bdc810120bf463a8df09bbbc692faa1fa5d9ec75.mp3]	テレビを<b>全然</b>見ません。	我从来不看电视。	テレビを<b>全[ぜん] 然[ぜん]</b> 見[み]ません。	[sound:JLPT_Tango_N5_0403.mp3]		"ゼ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ンゼン</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		550	"<img alt=""「ダメ」のポーズをする人のイラスト（男性）"" src=""dame_man-dfc1a882bd7da723328ea20c745db91c191ba31d.webp"">"		
Gf!#/Db^)C	面白い	おもしろい	有趣，令人感兴趣	面[おも] 白[しろ]い	[sound:01e3329b1993208a0da0279860533f9a-caf422b4c342ec4baaeabf0eeb14909e910c5f2f.mp3]	この本は全然<b>面白くなかった</b>。	这本书一点都不有趣。	この 本[ほん]は 全[ぜん] 然[ぜん]<b>面[おも] 白[しろ]くなかった</b>。	[sound:db3d645c85365755c755208ad3aab5bb-971936ac59eada448acba31bf5101ea49b75a00d.mp3]		"オ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">モシロ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>イ"		603	"<img src=""hyottoko.webp"">"	形容词	过去否定（连用形+なかった）
Oy%CtLYf,F	する	する	做，进行	する	[sound:9c724f8a061546e4da465b791fd8950e-aff65767dfef77c1bef4d5020d994959d446e0d4.mp3]	彼はテニスを<b>します</b>。	他打网球。	彼[かれ]はテニスを<b>します</b>。	[sound:suruS.mp3]		"ス<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ル</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		12	"<img alt=""徹夜でゲームをする人のイラスト（男性） | かわいいフリー素材集 ..."" src=""game_tetsuya_man.webp"">"	动词	敬语（连用形+ます）
j!+(;vJnY4	なる	なる	变得，成为，结果是	なる	[sound:4ff4c70bfbd1c435b304f171869b06d2-4dca18f2fb5a714a1900c9358ac2459821f8b57f.mp3]	日本語の勉強が好きに<b>なりました</b>。	我已经开始喜欢学习日语了。	日本[にほん] 語[ご]の 勉[べん] 強[きょう]が 好[す]きに<b>なりました</b>。	[sound:naruS.mp3]	这个动词有很多意思，需要一些时间才能适当地理解。	"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ナ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		15	"<img src=""smartphone_camera_bijin.webp"">"	动词	敬语过去时（连用形+ました）
R=twrz_x.	先生	せんせい	老师	先[せん] 生[せい]	[sound:79481e379d111e2f10dc3569502d64a2-d7a3a07242e00fd0ec33fb47fc2cd6cf71bfcc57.mp3]	私は日本語の<b>先生</b>になりたいです。	我想成为一名日语老师。	私[わたし]は 日本[にほん] 語[ご]の<b>先[せん] 生[せい]</b>になりたいです。	[sound:a1eea51e2177da098b4988e8aa34e2ea-8f44543f0896dc6cc0aace3d9e2082cb23ea7481.mp3]		"セ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ンセ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>イ"		277	"<img src=""job_teacher_man.webp"">"		
